/Vout (lN3_4=2.75e-07,wN5_6=1.1e-06,wP1=1e-05,wP2=5e-05,vBo=2.4) X,/Vout (lN3_4=2.75e-07,wN5_6=1.1e-06,wP1=1e-05,wP2=5e-05,vBo=2.4) Y,/Vout (lN3_4=2.5e-07,wN5_6=1.2e-06,wP1=1e-05,wP2=5e-05,vBo=2.3) X,/Vout (lN3_4=2.5e-07,wN5_6=1.2e-06,wP1=1e-05,wP2=5e-05,vBo=2.3) Y,/Vout (lN3_4=2.75e-07,wN5_6=1e-06,wP1=1e-05,wP2=5e-05,vBo=2.7) X,/Vout (lN3_4=2.75e-07,wN5_6=1e-06,wP1=1e-05,wP2=5e-05,vBo=2.7) Y,/Vout (lN3_4=2.75e-07,wN5_6=1.1e-06,wP1=1e-05,wP2=5e-05,vBo=2.6) X,/Vout (lN3_4=2.75e-07,wN5_6=1.1e-06,wP1=1e-05,wP2=5e-05,vBo=2.6) Y
3.99202971507e-10,4.613441869701623,3.9750215491e-10,4.550116365249965,3.95621825436e-10,4.722609711168192,3.99506412994e-10,4.695732737060936
4.02865103327e-10,4.639357038786442,4.00153012304e-10,4.572986847422875,4.005072586579999e-10,4.746319776801402,4.04179038557e-10,4.720681461644903
4.06957221019e-10,4.664890336956723,4.03267157463e-10,4.597301176122258,4.05941738772e-10,4.768972746756701,4.09412941066e-10,4.744724651905055
4.1170021718e-10,4.690656391758549,4.06938613993e-10,4.622861538401672,4.11996314115e-10,4.790409863105619,4.1528196301e-10,4.767645163575437
4.171499929259999e-10,4.716048120009342,4.112124420139999e-10,4.648985238676901,4.18776622576e-10,4.810570743222904,4.21887363887e-10,4.789312678179265
4.23341153081e-10,4.740447967927086,4.161629492029999e-10,4.675150579199519,4.264142285549999e-10,4.829419926030617,4.29352736833e-10,4.80963398499622
4.303976762339999e-10,4.763672817371252,4.218869149679999e-10,4.700915456804443,4.350916042219999e-10,4.846979953847695,4.378569140009999e-10,4.828612150040569
4.38495681043e-10,4.78565249310274,4.28490111386e-10,4.725857834698733,4.45065365712e-10,4.863320001481918,4.47656931816e-10,4.846320485630897
4.478682303899999e-10,4.806373882242016,4.361170552509999e-10,4.749703207194065,4.56693635467e-10,4.878533720839753,4.59115630457e-10,4.862869546735451
4.588566908989999e-10,4.825922996166131,4.449848974829999e-10,4.772359959811015,4.704834948459999e-10,4.892729120897572,4.72752624153e-10,4.878393460249818
4.719641452659999e-10,4.84445435566861,4.55414695612e-10,4.793877153767398,4.85483494846e-10,4.904801257419137,4.877526241529999e-10,4.891772456445376
4.86964145266e-10,4.861175979038659,4.678821828359999e-10,4.81440768243128,4.999999999999999e-10,4.914086621881982,4.999999999999999e-10,4.900581971057331
4.999999999999999e-10,4.872880651905401,4.82882182836e-10,4.833915756157682,5.004687499999999e-10,4.914373136088305,5.004687499999999e-10,4.900914438653414
5.004687499999999e-10,4.873295753695474,4.91441091418e-10,4.84307868721639,5.012562165109999e-10,4.914873990136331,5.01236070962e-10,4.901483517431276
5.0124328256e-10,4.87401594113895,4.999999999999999e-10,4.851185958703712,5.01767840404e-10,4.915214526528073,5.017205883599999e-10,4.901860398648819
5.017424821259999e-10,4.874503840001616,5.004687499999999e-10,4.851655111952908,5.022341528129999e-10,4.915536818144104,5.021621235209999e-10,4.902216810574197
5.0219740805e-10,4.874964994536686,5.011283464939999e-10,4.852350912378929,5.03166777633e-10,4.916217793698507,5.03045193845e-10,4.902968114401062
5.031072598989999e-10,4.875932983547365,5.01611615572e-10,4.852888891278907,5.045737249649999e-10,4.917317855573668,5.04392620949e-10,4.90419497738802
5.045719412779999e-10,4.877590136573303,5.020513352379999e-10,4.853399043555282,5.05115169509e-10,4.917758913046385,5.049717753979999e-10,4.904745541852799
5.05325863875e-10,4.878476472957211,5.0293077457e-10,4.854474764659025,5.061980585979999e-10,4.918640115182064,5.06130084298e-10,4.905850731235667
5.062286682819999e-10,4.879542032911012,5.043849961989999e-10,4.856379555986812,5.067413606659999e-10,4.919071809994948,5.067093910999999e-10,4.906392761595352
5.0699951948e-10,4.880431822126456,5.05231960346e-10,4.857539760148632,5.07827964802e-10,4.919860203101132,5.078680047049999e-10,4.907384155812947
5.077559562779999e-10,4.881257724834026,5.062724238379999e-10,4.858973751002877,5.083379280759999e-10,4.920179533984679,5.083974431939999e-10,4.907775406849474
5.084112030389999e-10,4.881907602970506,5.07173419928e-10,4.860180184132432,5.09357854625e-10,4.920634858909989,5.094563201709999e-10,4.908330535788895
5.0972169656e-10,4.882833998605613,5.07962453231e-10,4.861166135561434,5.09828551081e-10,4.920737093277284,5.099216624369999e-10,4.908448591745981
5.101833381239999e-10,4.88300390968817,5.08613603694e-10,4.861893653992119,5.107699439939999e-10,4.92060447133355,5.10852346969e-10,4.908300108767809
5.11106621251e-10,4.882918812801565,5.09915904619e-10,4.86287219262009,5.112166021139999e-10,4.920341686918484,5.123333761199999e-10,4.906140585501888
5.125979397479999e-10,4.880595380303811,5.10371272363e-10,4.863016755455447,5.12109918354e-10,4.919207281260061,5.135391510869999e-10,4.901233933444309
5.137980504199999e-10,4.875210413769191,5.112820078509999e-10,4.86277136278737,5.13312693435e-10,4.915587304829265,5.144588145929999e-10,4.894197876890359
5.14715821497e-10,4.867428191297377,5.12686308975e-10,4.859874035861194,5.14302464174e-10,4.909687729747034,5.15213470743e-10,4.885088287015623
5.15468347139e-10,4.857324906906572,5.13805176966e-10,4.853676668945296,5.15103011655e-10,4.901914554886715,5.15881499298e-10,4.873494618138189
